refYear,layer,importer,world_total_imports_usd
2022,lpg_propane,MNE,2558965.246
2022,lpg_propane,MOZ,22791.555
2022,lpg_propane,MSR,1054742.814
2022,lpg_propane,MUS,200.903
2022,lpg_propane,MYS,98067295.79
2022,lpg_propane,NAM,9647558.031
2022,lpg_propane,NGA,4845684.636
2022,lpg_propane,NIC,104507815.38
2022,lpg_propane,NLD,1518276384.643
2022,lpg_propane,NZL,36945418.316
2022,lpg_propane,OMN,376023.406
2022,lpg_propane,PAK,183918.287
2022,lpg_propane,PAN,59866821.0
2022,lpg_propane,PHL,330744083.0
2022,lpg_propane,POL,821384589.0
2022,lpg_propane,PRT,458603791.847
2022,lpg_propane,PRY,3220401.27
2022,lpg_propane,PSE,4657.611
2022,lpg_propane,PYF,3525931.323
2022,lpg_propane,QAT,37559.273
2022,lpg_propane,ROU,117456903.96
2022,lpg_propane,RWA,2397.89
2022,lpg_propane,SAU,8008397.932
2022,lpg_propane,SEN,364.17
2022,lpg_propane,SGP,361931.62
2022,lpg_propane,SLV,328270522.22
2022,lpg_propane,SRB,13320464.0
2022,lpg_propane,STP,4637.098
2022,lpg_propane,SVK,38270043.717
2022,lpg_propane,SVN,32233849.205000002
2022,lpg_propane,SWE,787551560.003
2022,lpg_propane,SYC,10905895.705
2022,lpg_propane,THA,774109334.134
2022,lpg_propane,TUN,10787.578
2022,lpg_propane,TUR,122881921.0
2022,lpg_propane,TZA,230.49
2022,lpg_propane,UKR,548014325.4
2022,lpg_propane,URY,12683520.0
2022,lpg_propane,USA,2305549089.0
2022,lpg_propane,UZB,394118.0
2022,lpg_propane,VCT,787.7
2022,lpg_propane,VNM,634371028.039
2022,lpg_propane,ZAF,200124907.91799998
2022,lpg_propane,ZWE,566466.0
2022,urea,AGO,13980931.346
2022,urea,AND,530793.746
2022,urea,ARG,726211918.85
2022,urea,ARM,5106834.96
2022,urea,ATG,768.508
2022,urea,AUS,2178457923.075
2022,urea,AUT,213966221.86200002
2022,urea,AZE,404645.55
2022,urea,BDI,137864.412
2022,urea,BEL,493865792.525
2022,urea,BEN,6503063.785
2022,urea,BFA,20955010.11
2022,urea,BGR,243273064.298
2022,urea,BHR,167165.261
2022,urea,BIH,15314492.02
2022,urea,BLZ,5732257.275
2022,urea,BMU,1726.46
2022,urea,BOL,475197.0
2022,urea,BRA,4826460853.0
2022,urea,BRB,40540.5
2022,urea,BRN,29860.737
2022,urea,BWA,1204142.253
2022,urea,CAN,855655956.931
2022,urea,CHE,73190521.072
2022,urea,CHL,376210284.94
2022,urea,CHN,3433060.0
2022,urea,CMR,37414911.581
2022,urea,COD,9265554.564
2022,urea,COL,310998863.43
2022,urea,CYP,4097912.253
2022,urea,CZE,324689870.0
2022,urea,DEU,583006644.845
2022,urea,DNK,62220675.585
2022,urea,DOM,65909703.387
2022,urea,ECU,30746159.432
2022,urea,EGY,18587.626
2022,urea,ESP,686721364.114
2022,urea,EST,67253750.51
2022,urea,FIN,79651913.48
2022,urea,FJI,768624.652
2022,urea,FRA,1506461721.234
2022,urea,GBR,996270541.149
2022,urea,GEO,3726486.114
2022,urea,GHA,15372307.971
2022,urea,GRC,186371304.427
2022,urea,GRD,49680.74
2022,urea,GTM,120351125.0
2022,urea,GUY,11645804.37
2022,urea,HKG,6435450.689
2022,urea,HRV,82496492.0
2022,urea,HUN,195813738.739
2022,urea,IDN,43291353.0
2022,urea,IND,7084026073.221
2022,urea,IRL,320547712.985
2022,urea,ISL,2508528.238
2022,urea,ISR,93702000.0
2022,urea,ITA,870465534.7969999
2022,urea,JOR,8517695.481
2022,urea,JPN,246784246.24
2022,urea,KAZ,20184228.91
2022,urea,KEN,60999223.294
2022,urea,KGZ,8073042.0
2022,urea,KHM,71681635.85
2022,urea,KOR,692452751.0
2022,urea,KWT,632776.417
2022,urea,LAO,8267087.02
2022,urea,LTU,133498737.0
2022,urea,LUX,23100175.96
2022,urea,LVA,43565206.169
2022,urea,MAC,18929.699
2022,urea,MAR,52084025.169
2022,urea,MDA,22854312.0
2022,urea,MDG,6668583.572000001
2022,urea,MEX,865646892.0
2022,urea,MKD,11847643.75
2022,urea,MLT,1370956.006
2022,urea,MMR,40565033.5
2022,urea,MNE,360006.689
2022,urea,MOZ,36051492.862
2022,urea,MUS,4704294.666
2022,urea,MYS,182048064.421
2022,urea,NAM,152466.561
2022,urea,NGA,184138.216
2022,urea,NIC,65685441.519999996
2022,urea,NLD,293133059.35
2022,urea,NZL,346019214.134
2022,urea,OMN,16743.822
2022,urea,PAK,243220340.59500003
2022,urea,PAN,25800048.0
2022,urea,PHL,450999816.0
2022,urea,POL,844508078.0
2022,urea,PRT,186492818.029
2022,urea,PRY,43284827.59
2022,urea,PYF,210928.445
2022,urea,QAT,1225998.991
2022,urea,ROU,559542128.84
2022,urea,RWA,10638681.5
2022,urea,SAU,2661281.267
2022,urea,SEN,67260252.67
2022,urea,SGP,9680499.05
2022,urea,SLV,32113089.8
2022,urea,SRB,251240056.0
2022,urea,STP,39075.507999999994
2022,urea,SVK,182021724.534
2022,urea,SVN,138154810.52
2022,urea,SWE,143861136.37
2022,urea,SYC,2495.526
2022,urea,TGO,41106813.193
2022,urea,THA,1297443245.048
2022,urea,TUN,2429552.722
2022,urea,TUR,1695848129.0
2022,urea,TZA,147177996.66
2022,urea,UKR,112871896.24000001
2022,urea,URY,251349505.65
2022,urea,USA,3226743707.0
2022,urea,UZB,82777.0
2022,urea,VNM,64024230.644
2022,urea,ZAF,617339457.686
2022,urea,ZMB,181698354.916
2022,urea,ZWE,46235722.5
2022,wheat,AGO,386467501.221
2022,wheat,AND,29876.395
2022,wheat,ARG,152105.88999999998
2022,wheat,ARM,102231128.58
2022,wheat,ATG,1054.4560000000001
2022,wheat,AUS,548221.139
2022,wheat,AUT,431523130.939
2022,wheat,AZE,436513903.17
2022,wheat,BDI,34167808.514
2022,wheat,BEL,1250072010.578
2022,wheat,BEN,37993465.508
2022,wheat,BFA,94307950.60700001
2022,wheat,BGR,23738357.972
2022,wheat,BHR,62876137.980000004
2022,wheat,BIH,104156519.46
2022,wheat,BLR,17507900.0
2022,wheat,BLZ,10313529.36
2022,wheat,BMU,127600.19
2022,wheat,BOL,3860712.0
2022,wheat,BRA,2264151751.0
2022,wheat,BRB,8992849.5
2022,wheat,BRN,16629.963
2022,wheat,BWA,72147684.634
2022,wheat,CAN,28878631.938
2022,wheat,CHE,250307829.29999998
2022,wheat,CHL,521234446.104
2022,wheat,CHN,3779734744.0
2022,wheat,CMR,416314275.192
2022,wheat,COD,188232820.692
2022,wheat,COL,885379290.25
2022,wheat,CYP,15879872.143000001
2022,wheat,CZE,26873330.0
2022,wheat,DEU,1482216921.242
2022,wheat,DNK,71080396.17300001
2022,wheat,DOM,285288313.876
2022,wheat,ECU,47730480.782
2022,wheat,EGY,4271023554.057
2022,wheat,ESP,1821404790.08
2022,wheat,EST,1558925.9300000002
2022,wheat,FIN,32957736.476
2022,wheat,FJI,78581565.287
2022,wheat,FRA,78530498.939
2022,wheat,GBR,689286667.734
2022,wheat,GEO,64905948.221
2022,wheat,GHA,37865381.855
2022,wheat,GRC,398982019.48
2022,wheat,GRD,793948.889
2022,wheat,GTM,330364268.0
2022,wheat,GUY,26027202.048
2022,wheat,HKG,3099935.961
2022,wheat,HRV,31817826.0
2022,wheat,HUN,141488497.715
2022,wheat,IDN,3810400033.0
2022,wheat,IND,24451.911
2022,wheat,IRL,95822719.168
2022,wheat,ISL,17165440.533
2022,wheat,ISR,617085000.0
2022,wheat,ITA,2786043818.324
2022,wheat,JOR,424202189.855
2022,wheat,JPN,2508827162.843
2022,wheat,KAZ,331504236.026
2022,wheat,KEN,658908495.811
2022,wheat,KGZ,50302765.0
2022,wheat,KHM,1758473.52
2022,wheat,KOR,1786753461.0
2022,wheat,KWT,160867313.601
2022,wheat,LAO,136596.44
2022,wheat,LTU,53994011.0
2022,wheat,LUX,54283391.024
2022,wheat,LVA,188329220.26
2022,wheat,MAC,4466.116
2022,wheat,MAR,2562293871.756
2022,wheat,MDA,5895833.0
2022,wheat,MDG,80875362.875
2022,wheat,MEX,1389176174.0
2022,wheat,MKD,32689167.29
2022,wheat,MLT,18077642.027
2022,wheat,MMR,101671538.1
2022,wheat,MNE,3709453.947
2022,wheat,MOZ,266412685.82
2022,wheat,MSR,41.022
2022,wheat,MUS,59863347.719000004
2022,wheat,MYS,592336667.373
2022,wheat,NAM,54643992.003
2022,wheat,NGA,1233433301.063
2022,wheat,NIC,84562727.5
2022,wheat,NLD,1339788965.514
2022,wheat,NOR,110712697.45
2022,wheat,NZL,249414327.037
2022,wheat,OMN,356381591.12
2022,wheat,PAK,932982356.239
2022,wheat,PAN,72346954.0
2022,wheat,PHL,2584090104.0
2022,wheat,POL,280517530.0
2022,wheat,PRT,438015557.706
2022,wheat,PRY,21486.97
2022,wheat,PSE,37655130.775
2022,wheat,PYF,775627.8859999999
2022,wheat,QAT,9960030.273
2022,wheat,ROU,315547528.21
2022,wheat,RWA,79278099.7
2022,wheat,SAU,1661992258.7159998
2022,wheat,SEN,105954282.412
2022,wheat,SGP,77618158.094
2022,wheat,SLV,140318837.71
2022,wheat,SRB,982902.0
2022,wheat,SVK,21333830.275
2022,wheat,SVN,50365588.162
2022,wheat,SWE,28913818.38
2022,wheat,SYC,387037.034
2022,wheat,TGO,27933954.094
2022,wheat,THA,684572937.275
2022,wheat,TUN,895683338.589
2022,wheat,TUR,3355950261.0
2022,wheat,TZA,333365380.66
2022,wheat,UKR,941583.69
2022,wheat,URY,1837181.9100000001
2022,wheat,USA,710961865.0
2022,wheat,UZB,781125260.97
2022,wheat,VNM,1509664192.225
2022,wheat,WSM,928.653
2022,wheat,ZAF,640440999.648
2022,wheat,ZMB,16697712.334
2022,wheat,ZWE,100608047.09
2023,ammonia,AGO,244351.437
2023,ammonia,AND,63.452
2023,ammonia,ARG,17424.15
2023,ammonia,ARM,29412.06
2023,ammonia,ATG,14488.667000000001
2023,ammonia,AUS,88275052.453
2023,ammonia,AZE,161381.58000000002
2023,ammonia,BEL,400406653.26
2023,ammonia,BEN,3482.9970000000003
2023,ammonia,BFA,23540.373
2023,ammonia,BGR,180288308.292
2023,ammonia,BHR,185770.267
2023,ammonia,BIH,2466235.5300000003
2023,ammonia,BLZ,1990.945
2023,ammonia,BOL,198528.0
2023,ammonia,BRA,169832433.0
2023,ammonia,BRB,8299.5
2023,ammonia,BRN,269085.555
2023,ammonia,BWA,30887.504
2023,ammonia,CAN,8662783.602
2023,ammonia,CHE,6710451.18
2023,ammonia,CHL,182999372.81
2023,ammonia,CHN,330293944.0
2023,ammonia,CMR,1599271.202
2023,ammonia,COL,27192897.8
2023,ammonia,CYP,32008.477000000003
2023,ammonia,CZE,75146335.0
2023,ammonia,DEU,264087475.042
2023,ammonia,DNK,17002551.033
2023,ammonia,DOM,284007.197
2023,ammonia,EGY,19546018.363
2023,ammonia,ESP,153226004.56
2023,ammonia,EST,1071033.18
2023,ammonia,FIN,564208.536
2023,ammonia,FJI,19201.813000000002
2023,ammonia,FRA,252648564.125
2023,ammonia,GBR,159927971.44
2023,ammonia,GEO,4851.91
2023,ammonia,GHA,302683.57300000003
2023,ammonia,GRC,37015040.049
2023,ammonia,GRD,5639.259
2023,ammonia,GTM,2757335.0
2023,ammonia,GUY,45184.452000000005
2023,ammonia,HKG,726076.49
2023,ammonia,HRV,1634260.0
2023,ammonia,HUN,1366864.9689999998
2023,ammonia,IDN,21900077.0
2023,ammonia,IND,1220927761.0379999
2023,ammonia,IRL,4398771.98
2023,ammonia,ISL,332883.42000000004
2023,ammonia,ISR,64620000.0
2023,ammonia,ITA,93462694.481
2023,ammonia,JPN,110382371.544
2023,ammonia,KAZ,25024742.61
2023,ammonia,KEN,278691.047
2023,ammonia,KGZ,36832.0
2023,ammonia,KHM,1806328.41
2023,ammonia,KOR,572346636.0
2023,ammonia,KWT,615018.71
2023,ammonia,LAO,3731368.32
2023,ammonia,LTU,28418068.0
2023,ammonia,LUX,288643.062
2023,ammonia,LVA,420469.575
2023,ammonia,MAR,869592235.271
2023,ammonia,MDA,622095.0
2023,ammonia,MDG,25100515.395
2023,ammonia,MEX,129739884.0
2023,ammonia,MKD,339725.325
2023,ammonia,MLT,8182.294999999999
2023,ammonia,MMR,300368.77
2023,ammonia,MNE,13400.557
2023,ammonia,MOZ,68000.0
2023,ammonia,MSR,549.796
2023,ammonia,MUS,97243.961
2023,ammonia,MWI,22967.8
2023,ammonia,MYS,8321470.193
2023,ammonia,NAM,4534288.05
2023,ammonia,NGA,1288406.837
2023,ammonia,NIC,113402.17
2023,ammonia,NLD,150605642.073
2023,ammonia,NOR,234328327.349
2023,ammonia,NZL,423280.138
2023,ammonia,OMN,239009.103
2023,ammonia,PAK,195842.40099999998
2023,ammonia,PAN,334564.0
2023,ammonia,PHL,5866126.0
2023,ammonia,POL,5939513.0
2023,ammonia,PRT,100413959.306
2023,ammonia,PRY,626674.46
2023,ammonia,PYF,502.53999999999996
2023,ammonia,QAT,877453.676
2023,ammonia,ROU,11322594.79
2023,ammonia,SAU,2441957.539
2023,ammonia,SGP,38296938.251
2023,ammonia,SLV,65883.08
2023,ammonia,SRB,27203058.0
2023,ammonia,STP,458.432
2023,ammonia,SVK,9461787.945
2023,ammonia,SVN,2662320.11
2023,ammonia,SWE,134185350.106
2023,ammonia,TGO,8954.205
2023,ammonia,THA,190518798.899
2023,ammonia,TTO,155656.023
2023,ammonia,TUR,429955910.0
2023,ammonia,TZA,336234.71
2023,ammonia,UKR,7194199.97
2023,ammonia,URY,735635.15
2023,ammonia,USA,1358849414.0
2023,ammonia,UZB,12377370.0
2023,ammonia,VNM,74231588.607
2023,ammonia,YEM,45302.872
2023,ammonia,ZAF,48823577.833
2023,ammonia,ZMB,124071.722
2023,ammonia,ZWE,1506524.38
2023,lpg_butane,AGO,20509.399
2023,lpg_butane,AND,404404.811
2023,lpg_butane,ARG,1531235.18
2023,lpg_butane,ARM,4843317.07
2023,lpg_butane,ATG,1188.392
2023,lpg_butane,AUS,11939261.765
2023,lpg_butane,AZE,123942.5
2023,lpg_butane,BEL,401908120.802
2023,lpg_butane,BEN,14497595.319
2023,lpg_butane,BFA,97122760.368
2023,lpg_butane,BGR,91570995.839
2023,lpg_butane,BHR,17870.99
2023,lpg_butane,BIH,7885569.066
2023,lpg_butane,BLZ,5874302.665
2023,lpg_butane,BRA,186349268.0
2023,lpg_butane,BRB,2304067.0
2023,lpg_butane,BRN,238050.529
2023,lpg_butane,BWA,15281710.337
2023,lpg_butane,CAN,79125690.541
2023,lpg_butane,CHE,24877832.942
2023,lpg_butane,CHL,41516486.563
2023,lpg_butane,CHN,3906285963.0
2023,lpg_butane,CMR,66081740.288
2023,lpg_butane,COL,8067139.84
2023,lpg_butane,CYP,45068449.205
2023,lpg_butane,CZE,14221794.0
2023,lpg_butane,DEU,326813288.74
2023,lpg_butane,DNK,7272110.068
2023,lpg_butane,DOM,85856514.811
2023,lpg_butane,EGY,988570000.0
2023,lpg_butane,ESP,59884543.127
2023,lpg_butane,EST,1146327.54
2023,lpg_butane,FIN,67954733.265
2023,lpg_butane,FJI,29622079.189
2023,lpg_butane,FRA,577755074.577
2023,lpg_butane,GBR,349032712.139
2023,lpg_butane,GEO,1953372.546
2023,lpg_butane,GHA,169582174.356
2023,lpg_butane,GRC,12971398.493
2023,lpg_butane,GRD,5626.296
2023,lpg_butane,GTM,5435440.0
2023,lpg_butane,HKG,195825531.399
2023,lpg_butane,HRV,4802266.0
2023,lpg_butane,HUN,46158544.377000004
2023,lpg_butane,IDN,1829904450.0
2023,lpg_butane,IND,5928785448.0529995
2023,lpg_butane,IRL,2476134.095
2023,lpg_butane,ISL,92473.333
2023,lpg_butane,ISR,10539000.0
2023,lpg_butane,ITA,17984316.493
2023,lpg_butane,JPN,914247593.186
2023,lpg_butane,KAZ,211738.24
2023,lpg_butane,KEN,239605157.79
2023,lpg_butane,KGZ,4537191.0
2023,lpg_butane,KOR,1114986150.0
2023,lpg_butane,LAO,1965.04
2023,lpg_butane,LTU,3902516.0
2023,lpg_butane,LUX,378123.935
2023,lpg_butane,LVA,6042303.744
2023,lpg_butane,MAR,1615933116.5310001
2023,lpg_butane,MDA,9777716.0
2023,lpg_butane,MDG,16034892.417
2023,lpg_butane,MKD,36248926.689
2023,lpg_butane,MLT,21708310.053999998
2023,lpg_butane,MMR,213383.27
2023,lpg_butane,MNE,5912431.068
2023,lpg_butane,MSR,915.711
2023,lpg_butane,MUS,58358515.776
2023,lpg_butane,MWI,40614.439999999995
2023,lpg_butane,MYS,241979142.466
2023,lpg_butane,NAM,1812301.665
2023,lpg_butane,NGA,28061506.970000003
2023,lpg_butane,NIC,375991.69
2023,lpg_butane,NLD,590746987.66
2023,lpg_butane,NZL,1136651.538
2023,lpg_butane,OMN,933331.598
2023,lpg_butane,PAK,93387.299
2023,lpg_butane,PAN,62390517.0
2023,lpg_butane,PHL,342138402.0
2023,lpg_butane,POL,117351545.0
2023,lpg_butane,PRT,78238110.45199999
2023,lpg_butane,PRY,12017869.51
2023,lpg_butane,PSE,23021.711
2023,lpg_butane,PYF,1168.409
2023,lpg_butane,QAT,212447.756
2023,lpg_butane,ROU,24565227.31
2023,lpg_butane,SAU,4186416.695
2023,lpg_butane,SGP,189544358.396
2023,lpg_butane,SLV,2298393.3400000003
2023,lpg_butane,SRB,3756260.0
2023,lpg_butane,STP,286798.006
2023,lpg_butane,SVK,7334528.209
2023,lpg_butane,SVN,4889265.22
2023,lpg_butane,SWE,89457804.104
2023,lpg_butane,TGO,1679070.811
2023,lpg_butane,THA,321048093.102
2023,lpg_butane,TTO,3522.964
2023,lpg_butane,TUR,233857.0
2023,lpg_butane,TZA,151081899.34
2023,lpg_butane,UKR,142764791.89000002
2023,lpg_butane,URY,16617976.52
2023,lpg_butane,USA,564903138.0
2023,lpg_butane,UZB,3559400.0
2023,lpg_butane,VNM,331889382.049
2023,lpg_butane,ZAF,123317619.406
2023,lpg_butane,ZMB,180416.746
2023,lpg_butane,ZWE,84343102.85
2023,lpg_propane,AGO,189737.692
2023,lpg_propane,AND,1429388.908
2023,lpg_propane,ARG,116408.22
2023,lpg_propane,ARM,14223607.95
2023,lpg_propane,ATG,23419.159
2023,lpg_propane,AUS,222265998.064
2023,lpg_propane,AZE,352952.71
2023,lpg_propane,BEL,846029261.535
2023,lpg_propane,BEN,113.907
2023,lpg_propane,BGR,74741566.28299999
2023,lpg_propane,BHR,1955.779
2023,lpg_propane,BIH,4378988.949
2023,lpg_propane,BLZ,9852661.67
2023,lpg_propane,BRA,542411972.0
2023,lpg_propane,BRB,4669094.0
2023,lpg_propane,BRN,951251.5499999999
2023,lpg_propane,BWA,23271.472999999998
2023,lpg_propane,CAN,73952345.864
2023,lpg_propane,CHE,36048929.347
2023,lpg_propane,CHL,549731421.717
2023,lpg_propane,CHN,15874805477.0
2023,lpg_propane,CMR,106516.897
2023,lpg_propane,COL,24521790.73
2023,lpg_propane,CYP,3500.016
2023,lpg_propane,CZE,63386851.0
2023,lpg_propane,DEU,617865613.326
2023,lpg_propane,DNK,37671892.114
2023,lpg_propane,DOM,366633642.675
2023,lpg_propane,ESP,814051809.818
2023,lpg_propane,EST,6199931.91
2023,lpg_propane,FIN,76329032.657
2023,lpg_propane,FJI,1446985.484
2023,lpg_propane,FRA,921277533.1
2023,lpg_propane,GBR,194032887.708
2023,lpg_propane,GEO,9072969.271
2023,lpg_propane,GHA,437.895
2023,lpg_propane,GRC,51805550.258999996
2023,lpg_propane,GRD,8812769.249
2023,lpg_propane,GTM,389307417.0
2023,lpg_propane,GUY,21552166.915
2023,lpg_propane,HKG,308665.626
2023,lpg_propane,HRV,13249007.0
2023,lpg_propane,HUN,108001574.089
2023,lpg_propane,IDN,1803232163.0
2023,lpg_propane,IND,5637050414.094
2023,lpg_propane,IRL,29509364.562
2023,lpg_propane,ISL,3056338.809
2023,lpg_propane,ISR,8340000.0
2023,lpg_propane,ITA,1391494911.803
2023,lpg_propane,JPN,5411752920.681
2023,lpg_propane,KAZ,232728.16
2023,lpg_propane,KEN,1353.748
2023,lpg_propane,KGZ,17499251.0
2023,lpg_propane,KHM,12161.25
2023,lpg_propane,KOR,3931800786.0
2023,lpg_propane,LAO,10018569.69
2023,lpg_propane,LTU,26996138.0
2023,lpg_propane,LUX,8508350.337
2023,lpg_propane,LVA,29046649.997
2023,lpg_propane,MAR,148860675.938
2023,lpg_propane,MDA,35240580.0
2023,lpg_propane,MDG,1823.945
2023,lpg_propane,MEX,1789738521.0
2023,lpg_propane,MKD,6895995.248
2023,lpg_propane,MLT,11478.411
2023,lpg_propane,MMR,10844521.68
2023,lpg_propane,MNE,1674939.417
2023,lpg_propane,MOZ,35755000.0
2023,lpg_propane,MSR,794285.32
2023,lpg_propane,MUS,116.31700000000001
2023,lpg_propane,MYS,113786176.522
2023,lpg_propane,NAM,8139980.301
2023,lpg_propane,NGA,535119.383
2023,lpg_propane,NIC,78133075.0
2023,lpg_propane,NLD,1577353385.818
2023,lpg_propane,NZL,36659427.993
2023,lpg_propane,OMN,246340.702
2023,lpg_propane,PAK,106905.776
2023,lpg_propane,PAN,41077387.0
2023,lpg_propane,PHL,310014600.0
2023,lpg_propane,POL,737910723.0
2023,lpg_propane,PRT,242853519.11900002
2023,lpg_propane,PRY,6280967.97
2023,lpg_propane,PSE,8503.882
2023,lpg_propane,QAT,79123.851
2023,lpg_propane,ROU,103290235.58
2023,lpg_propane,SAU,839553.5800000001
2023,lpg_propane,SGP,1188119.751
2023,lpg_propane,SLV,251722098.08
2023,lpg_propane,SRB,10845049.0
2023,lpg_propane,STP,55.268
2023,lpg_propane,SVK,30525875.158
2023,lpg_propane,SVN,29465405.191
2023,lpg_propane,SWE,626771132.136
2023,lpg_propane,TGO,382217.196
2023,lpg_propane,THA,737545696.712
2023,lpg_propane,TTO,46101.554000000004
2023,lpg_propane,TUR,125107388.0
2023,lpg_propane,TZA,14625.03
2023,lpg_propane,UKR,344786470.31
2023,lpg_propane,URY,11734620.8
2023,lpg_propane,USA,1785159514.0
2023,lpg_propane,UZB,7204129.0
2023,lpg_propane,VNM,766924471.386
2023,lpg_propane,ZAF,169927477.497
2023,lpg_propane,ZMB,35.222
2023,lpg_propane,ZWE,635124.85
2023,urea,AGO,12110105.667
2023,urea,AND,425434.034
2023,urea,ARG,339652210.68
2023,urea,ARM,1828717.0
2023,urea,ATG,25469.737
2023,urea,AUS,1223021164.135
2023,urea,AZE,491393.61
2023,urea,BEL,228244081.139
2023,urea,BEN,57952326.843
2023,urea,BFA,23532210.155
2023,urea,BGR,105273525.311
2023,urea,BHR,88908.76000000001
2023,urea,BIH,10930407.089
2023,urea,BLZ,4106086.9
2023,urea,BOL,724086.0
2023,urea,BRA,2840937900.0
2023,urea,BRB,35950.0
2023,urea,BRN,59136.024
2023,urea,BWA,692925.314
2023,urea,CAN,542119621.501
2023,urea,CHE,44372579.61
2023,urea,CHL,239286074.01
2023,urea,CHN,2785583.0
2023,urea,CMR,37072887.406
2023,urea,COL,258075895.13
2023,urea,CYP,3917357.71
2023,urea,CZE,164933518.0
2023,urea,DEU,358134883.458
2023,urea,DNK,33662437.287
2023,urea,DOM,45703149.402
2023,urea,EGY,19143.883
2023,urea,ESP,424044282.743
2023,urea,EST,7492071.3
2023,urea,FIN,31682394.747
2023,urea,FJI,219141.99
2023,urea,FRA,714456624.886
2023,urea,GBR,414654695.18
2023,urea,GEO,4393878.542
2023,urea,GHA,23835221.645
2023,urea,GRC,101825277.959
2023,urea,GRD,10426.666
2023,urea,GTM,73941195.0
2023,urea,GUY,11397103.442
2023,urea,HKG,5915524.429
2023,urea,HRV,41413156.0
2023,urea,HUN,74312921.992
2023,urea,IDN,30591245.0
2023,urea,IND,3431720991.744
2023,urea,IRL,90785132.98900001
2023,urea,ISL,4551462.748
2023,urea,ISR,52510000.0
2023,urea,ITA,545258939.632
2023,urea,JPN,127681354.661
2023,urea,KAZ,18993759.54
2023,urea,KEN,53602764.328
2023,urea,KGZ,9195969.0
2023,urea,KHM,97658803.77
2023,urea,KOR,322190318.0
2023,urea,KWT,1088826.1269999999
2023,urea,LAO,3337588.62
2023,urea,LTU,35478105.0
2023,urea,LUX,12943646.25
2023,urea,LVA,19436971.765
2023,urea,MAC,257909.483
2023,urea,MAR,48974615.703
2023,urea,MDA,31770925.0
2023,urea,MDG,5943494.723999999
2023,urea,MEX,574049986.0
2023,urea,MKD,11015182.421
2023,urea,MLT,1195991.552
2023,urea,MMR,28685136.5
2023,urea,MNE,201497.193
2023,urea,MOZ,47539000.0
2023,urea,MUS,2872648.345
2023,urea,MWI,144923549.38
2023,urea,MYS,90451424.32699999
2023,urea,NAM,501938.371
2023,urea,NGA,23877421.356
2023,urea,NIC,69135530.59
2023,urea,NLD,137928400.473
2023,urea,NZL,152038948.552
2023,urea,OMN,718892.066
2023,urea,PAK,50284849.818
2023,urea,PAN,14765187.0
2023,urea,PHL,408932976.0
2023,urea,POL,459157462.0
2023,urea,PRT,92399585.098
2023,urea,PRY,29042029.919999998
2023,urea,PYF,70011.383
2023,urea,QAT,1010868.336
2023,urea,ROU,366628394.06
2023,urea,SAU,1745298.622
2023,urea,SGP,5898719.765
2023,urea,SLV,15066953.14
2023,urea,SRB,129727369.0
2023,urea,STP,8921.216
2023,urea,SVK,73399841.87900001
2023,urea,SVN,50320771.182
2023,urea,SWE,62351470.972
2023,urea,TGO,39923657.603
2023,urea,THA,989324975.499
2023,urea,TTO,33685.669
2023,urea,TUR,1266971187.0
2023,urea,TZA,84885797.14
2023,urea,UKR,285497565.48
2023,urea,URY,123790537.6
2023,urea,USA,2007940475.0
2023,urea,UZB,130453.0
2023,urea,VNM,117091530.45300001
2023,urea,YEM,133679.55
2023,urea,ZAF,335631995.619
2023,urea,ZMB,217760706.14
2023,urea,ZWE,47032586.04
2023,wheat,AGO,373786047.677
2023,wheat,AND,6677.913
2023,wheat,ARG,152365.13
2023,wheat,ARM,62803254.910000004
2023,wheat,ATG,1091.76
2023,wheat,AUS,65255.983
2023,wheat,AZE,303983145.89
2023,wheat,BEL,1040543787.569
2023,wheat,BEN,36960601.797
2023,wheat,BFA,105386812.34
2023,wheat,BGR,24210762.893
2023,wheat,BHR,40374343.35
2023,wheat,BIH,60404832.746
2023,wheat,BLZ,8838487.41
2023,wheat,BOL,22607979.0
2023,wheat,BRA,1409638266.0
2023,wheat,BRB,6424597.5
2023,wheat,BRN,7562.931
2023,wheat,BWA,50084025.677999996
2023,wheat,CAN,16961838.386
2023,wheat,CHE,171987167.066
2023,wheat,CHL,372974037.812
2023,wheat,CHN,4305299711.0
2023,wheat,CMR,294019973.721
2023,wheat,COL,625790157.54
2023,wheat,CYP,20945061.337
2023,wheat,CZE,31548770.0
2023,wheat,DEU,1528931279.069
2023,wheat,DNK,55353036.946
2023,wheat,DOM,236087857.143
2023,wheat,EGY,3773462598.849
2023,wheat,ESP,2825841479.025
2023,wheat,EST,1105657.12
2023,wheat,FIN,4828315.898
2023,wheat,FJI,64084619.14
2023,wheat,FRA,68955770.316
2023,wheat,GBR,612938965.162
2023,wheat,GEO,57678799.522
2023,wheat,GHA,4470075.908999999
2023,wheat,GRC,340615891.612
2023,wheat,GRD,72.593
2023,wheat,GTM,250170802.0
2023,wheat,GUY,23036571.712
2023,wheat,HKG,2690009.733
2023,wheat,HRV,39917449.0
2023,wheat,HUN,55965321.221
2023,wheat,IDN,3758408414.0
2023,wheat,IND,31719389.358999997
2023,wheat,IRL,89087636.583
2023,wheat,ISL,13157393.784
2023,wheat,ISR,559626000.0
2023,wheat,ITA,3141539333.709
2023,wheat,JPN,1939063191.67
2023,wheat,KAZ,356072951.61
2023,wheat,KEN,672761235.502
