period_dt,total_index,energy,non_energy,agriculture,beverages,food,oils_meals,grains,other_food,raw_materials,timber,other_raw_mat,fertilizers,metals_minerals,base_metals_ex_iron,precious_metals
1961-10-01,7.41,2.08333169406974,18.20092173587,21.35366211331,22.32731865265,21.41452709515,23.17757839143,25.20726073979,15.66209205585,20.71070001005,16.58552099154,25.22191682801,12.8959965526,12.33736279461,13.44906218833,3.26746421386
1961-11-01,7.45,2.08333169406974,18.34843183053,21.5816154872,22.5391096687,21.89269482643,23.57992212081,26.04794203388,15.91188607607,20.33895968943,16.58552099154,24.44364840794,12.8959965526,12.33664166474,13.44817342506,3.27629450865
1961-12-01,7.46,2.08333169406974,18.35951030959,21.58993867941,23.16345059659,21.73915633442,23.74759535751,25.62656668144,15.57819435993,20.4273024616,16.58552099154,24.62860114486,12.8959965526,12.35462833869,13.47034127044,3.37972168477
1962-01-01,7.37,2.04291400240146,18.17494931184,21.31694626728,22.35025675894,21.41899827476,23.29163568514,25.18392992774,15.54755716374,20.54358466901,17.59234063709,23.77100865497,12.59915015057,12.36417133203,13.48369630337,3.38746948523
1962-02-01,7.39,2.04291400240146,18.23021962956,21.41398101393,22.767195372,21.4322952099,23.0000327332,25.35588327009,15.81837169996,20.68140052821,17.59234063709,24.05953729996,12.59915015057,12.34006375846,13.45398469771,3.37046647081
1962-03-01,7.38,2.04291400240146,18.19696303895,21.41134081814,22.0197779245,21.63351515273,22.92824639365,25.85857820047,16.10587865389,20.56217467086,17.59234063709,23.80992832703,12.59915015057,12.24024297952,13.33095964041,3.36135435811
1962-04-01,7.38,2.04291400240146,18.21640618324,21.447238232,22.19795034027,21.68415633788,22.99176172388,26.34039716534,15.74930424145,20.48990688049,17.59234063709,23.65862986434,12.59915015057,12.2281482428,13.31605336844,3.36135435811
1962-05-01,7.43,2.04291400240146,18.34697540176,21.65673742362,22.02064644081,22.06636177734,22.74351059797,27.81704721406,15.97030383571,20.47648743337,17.59234063709,23.63053516668,12.59915015057,12.21166674667,13.29574059362,3.36135435811
1962-06-01,7.4,2.04291400240146,18.27129791603,21.5523795316,21.93549855945,21.98156466194,22.51235636828,27.59265211354,16.20440978731,20.31483742762,17.59234063709,23.29210780867,12.59915015057,12.18621751288,13.26437544621,3.36858768469
1962-07-01,7.38,2.04291400240146,18.21705904803,21.47728042611,21.88892677408,21.87044298,22.25701763564,27.5544867667,16.21698322131,20.31275187591,17.59234063709,23.28774153752,12.59915015057,12.16860262468,13.24266581166,3.38061191588
1962-08-01,7.35,2.04291400240146,18.1269961959,21.34646014694,21.95709744676,21.70468665637,21.99746143872,27.25146052815,16.29887869738,20.16562768515,17.59234063709,22.97972514773,12.59915015057,12.15190303014,13.2220842394,3.42523308632
1962-09-01,7.38,2.04291400240146,18.21928417329,21.48925728346,21.96591256238,21.93707362171,22.41211434361,27.1146713881,16.62563549575,20.15888796766,17.59234063709,22.96561500419,12.59915015057,12.15108116365,13.22107132232,3.49249362956
1962-10-01,7.33,2.04291400240146,18.06348116652,21.24118965991,21.68500442117,21.52257039998,21.78745007058,27.08657090795,16.13786849649,20.33188519945,17.59234063709,23.32779869747,12.59915015057,12.16681160284,13.24045844996,3.54077843294
1962-11-01,7.44,2.04291400240146,18.38464520556,21.72790232147,21.70736509292,22.26791158183,22.54392699292,27.74876332446,16.94382125242,20.42635771425,17.59234063709,23.52558454623,12.59915015057,12.18491977445,13.26277603629,3.52734511216
1962-12-01,7.43,2.04291400240146,18.36153019731,21.69601456994,22.06741640907,22.09050290053,22.70635954614,26.91521355986,16.91322212092,20.54872856246,17.59234063709,23.78177781184,12.59915015057,12.1771723152,13.25322760731,3.53392086359
