period_dt,chokepoint_slug,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,n_days
2022-02-01,suez,chokepoint1,Suez Canal,516,542,173,85,435,1316,1751,29087074,27923842,783367,360411,19576180,58154736,77730929,28
2022-02-01,sunda,chokepoint19,Sunda Strait,81,271,52,14,265,418,683,1541636,18203930,379013,28770,7442953,20153375,27596343,28
2022-02-01,taiwan,chokepoint11,Taiwan Strait,2131,1591,685,181,1508,4588,6096,41087974,62867292,4059507,491540,22492600,108506357,130998972,28
2022-02-01,torres,chokepoint18,Torres Strait,37,129,17,6,50,189,239,888440,4053517,58118,21930,836189,5022024,5858221,28
2022-02-01,tsugaru,chokepoint13,Tsugaru Strait,229,305,197,33,347,764,1111,6588121,10761737,600941,59554,2530076,18010388,20540478,28
2022-02-01,windward,chokepoint23,Windward Passage,188,57,71,35,58,351,409,4752351,1955865,235404,94447,1130916,7038102,8169026,28
2022-02-01,yucatan,chokepoint22,Yucatan Channel,254,250,114,25,602,643,1245,2960787,8812220,580090,55654,16416951,12408785,28825752,28
2022-03-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,540,532,155,114,562,1341,1903,30684448,26057133,1036992,492529,26308232,58271147,84579398,31
2022-03-01,balabac,chokepoint25,Balabac Strait,24,147,48,0,95,219,314,194421,7970528,151275,0,796564,8316246,9112822,31
2022-03-01,bering,chokepoint26,Bering Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2022-03-01,bohai,chokepoint17,Bohai Strait,574,3008,618,78,1057,4278,5335,10616862,131570983,2583775,218790,21820876,144990461,166811350,31
2022-03-01,bosporus,chokepoint3,Bosporus Strait,179,467,1111,20,620,1777,2397,1700822,11725959,2282945,5525,12411618,15715284,28126915,31
2022-03-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,149,726,60,29,291,964,1255,4763829,46939372,531924,114179,22855330,52349334,75204679,31
2022-03-01,dover,chokepoint9,Dover Strait,1057,792,1299,366,1749,3514,5263,29840578,30317626,3764886,878986,33145248,64802119,97947383,31
2022-03-01,gibraltar,chokepoint8,Gibraltar Strait,997,1037,706,165,1327,2905,4232,33036689,43531193,2866434,557455,35495904,79991816,115487740,31
2022-03-01,hormuz,chokepoint6,Strait of Hormuz,396,544,126,65,1824,1131,2955,11896288,19417362,709000,85653,93035615,32108346,125143975,31
2022-03-01,kerch,chokepoint28,Kerch Strait,0,12,175,6,125,193,318,0,13082,144213,10897,231142,168197,399348,31
2022-03-01,korea,chokepoint12,Korea Strait,1627,1281,1787,270,2082,4965,7047,26295790,32507474,4014860,474721,24540222,63292885,87833124,31
2022-03-01,lombok,chokepoint15,Lombok Strait,6,830,35,7,207,878,1085,19967,73468332,97130,11684,4008195,73597123,77605331,31
2022-03-01,luzon,chokepoint14,Luzon Strait,228,1036,158,95,880,1517,2397,5816500,80355897,1058366,225464,53539980,87456273,140996268,31
2022-03-01,magellan,chokepoint21,Magellan Strait,8,76,7,6,25,97,122,81333,2575929,61908,27431,1060153,2746606,3806769,31
2022-03-01,makassar,chokepoint20,Makassar Strait,63,1391,71,4,168,1529,1697,557530,91391407,250573,4087,2444995,92203627,94648639,31
2022-03-01,malacca,chokepoint5,Malacca Strait,1499,1515,500,212,2508,3726,6234,42180228,79753813,2375875,584814,107027503,124894770,231922291,31
2022-03-01,mindoro,chokepoint27,Mindoro Strait,35,1153,73,2,110,1263,1373,364602,72880851,398458,4949,1635629,73648887,75284532,31
2022-03-01,mona,chokepoint24,Mona Passage,107,70,36,19,72,232,304,3079794,4150879,177579,54379,1621183,7462657,9083851,31
2022-03-01,ombai,chokepoint16,Ombai Strait,31,160,33,11,114,235,349,611030,10260356,115074,23694,2383341,11010176,13393532,31
2022-03-01,oresund,chokepoint10,Oresund Strait,192,170,735,109,374,1206,1580,377466,475135,1120315,137895,919272,2110856,3030142,31
2022-03-01,panama,chokepoint2,Panama Canal,237,225,59,65,391,586,977,8160173,9549054,424736,318673,9541147,18452676,27993833,31
2022-03-01,suez,chokepoint1,Suez Canal,554,489,186,96,536,1325,1861,31176872,22011168,864238,489014,24345867,54541339,78887225,31
2022-03-01,sunda,chokepoint19,Sunda Strait,83,306,70,12,295,471,766,1407304,18410944,344600,19929,7705949,20182813,27888773,31
2022-03-01,taiwan,chokepoint11,Taiwan Strait,2471,1905,878,182,1704,5436,7140,49247416,78002707,5158781,446885,26932693,132855838,159788545,31
2022-03-01,torres,chokepoint18,Torres Strait,45,139,28,5,44,217,261,987059,3976512,124108,21318,1046968,5109018,6155997,31
2022-03-01,tsugaru,chokepoint13,Tsugaru Strait,293,375,264,38,363,970,1333,9611339,12964253,607955,99388,2674918,23282974,25957905,31
2022-03-01,windward,chokepoint23,Windward Passage,214,71,68,45,66,398,464,5152419,2174828,289103,150860,1603063,7767250,9370327,31
2022-03-01,yucatan,chokepoint22,Yucatan Channel,285,263,116,40,719,704,1423,3364124,9570196,559454,119527,20436060,13613339,34049415,31
2022-04-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,533,494,154,110,633,1291,1924,30321139,24612413,878942,397152,29137929,56209692,85347635,30
2022-04-01,balabac,chokepoint25,Balabac Strait,17,178,42,0,118,237,355,133063,10384255,170273,0,1205559,10687601,11893174,30
2022-04-01,bering,chokepoint26,Bering Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2022-04-01,bohai,chokepoint17,Bohai Strait,545,2976,636,82,1090,4239,5329,9877579,131240375,2420370,201127,18724569,143739498,162464081,30
2022-04-01,bosporus,chokepoint3,Bosporus Strait,193,440,1171,30,608,1834,2442,1825590,10799747,2349298,3019,11234796,14977684,26212499,30
2022-04-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,150,699,57,32,299,938,1237,4794341,48536846,742752,64605,22430394,54138576,76568987,30
2022-04-01,dover,chokepoint9,Dover Strait,1016,680,1220,337,1805,3253,5058,27244308,27706371,3462123,813072,37899359,59225919,97125293,30
2022-04-01,gibraltar,chokepoint8,Gibraltar Strait,1004,979,660,141,1445,2784,4229,31890386,41540255,2542097,400026,41652229,76372811,118025059,30
2022-04-01,hormuz,chokepoint6,Strait of Hormuz,470,501,116,65,1883,1152,3035,14524852,16831326,673008,120978,94707081,32150206,126857307,30
2022-04-01,kerch,chokepoint28,Kerch Strait,3,21,360,11,178,395,573,0,51659,381920,14993,376451,448577,825044,30
2022-04-01,korea,chokepoint12,Korea Strait,1586,1303,1800,272,1935,4961,6896,26726808,31704310,4353843,568318,23878771,63353326,87232113,30
2022-04-01,lombok,chokepoint15,Lombok Strait,6,783,50,4,228,843,1071,46664,70271425,164258,0,3782969,70482362,74265342,30
2022-04-01,luzon,chokepoint14,Luzon Strait,238,1121,151,87,839,1597,2436,5952362,84734358,867840,159439,47554543,91714044,139268598,30
2022-04-01,magellan,chokepoint21,Magellan Strait,8,79,6,5,23,98,121,119849,2372479,77786,23954,1097950,2594075,3692032,30
2022-04-01,makassar,chokepoint20,Makassar Strait,58,1322,73,4,155,1457,1612,604978,87561907,282403,5248,1692152,88454566,90146734,30
2022-04-01,malacca,chokepoint5,Malacca Strait,1489,1467,478,212,2452,3646,6098,44651471,74297332,2299534,564697,99683779,121813082,221496874,30
2022-04-01,mindoro,chokepoint27,Mindoro Strait,50,1157,81,3,122,1291,1413,580788,71308448,356333,5248,1618531,72250836,73869385,30
2022-04-01,mona,chokepoint24,Mona Passage,107,65,43,24,80,239,319,3095201,2930486,287320,35928,2072852,6348961,8421824,30
2022-04-01,ombai,chokepoint16,Ombai Strait,30,126,29,9,123,194,317,623674,8082479,75649,15613,2174650,8797432,10972095,30
2022-04-01,oresund,chokepoint10,Oresund Strait,173,173,663,93,367,1102,1469,355529,601127,1124186,121745,904498,2202626,3107140,30
2022-04-01,panama,chokepoint2,Panama Canal,214,205,73,64,393,556,949,7878010,8568727,489247,233481,10349816,17169510,27519341,30
2022-04-01,suez,chokepoint1,Suez Canal,572,463,193,84,615,1312,1927,32317541,23435466,835754,351874,27250323,56940680,84191016,30
2022-04-01,sunda,chokepoint19,Sunda Strait,85,284,77,18,309,464,773,1382393,19750413,388988,24644,6324764,21546465,27871249,30
2022-04-01,taiwan,chokepoint11,Taiwan Strait,2386,1965,903,184,1572,5438,7010,48130834,76542580,4879772,504261,21744696,130057488,151802204,30
2022-04-01,torres,chokepoint18,Torres Strait,41,136,17,5,66,199,265,1044017,3488624,72578,13202,1428821,4618443,6047274,30
2022-04-01,tsugaru,chokepoint13,Tsugaru Strait,357,390,240,63,327,1050,1377,11458488,13278070,689367,202272,2964710,25628235,28592960,30
2022-04-01,windward,chokepoint23,Windward Passage,208,62,73,47,62,390,452,4806323,1994438,230144,155752,1247739,7186692,8434444,30
2022-04-01,yucatan,chokepoint22,Yucatan Channel,273,238,135,24,678,670,1348,3212943,8686999,694720,55482,19739694,12650178,32389889,30
2022-05-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,547,515,159,108,650,1329,1979,30165481,27396158,970474,433526,32319313,58965683,91285016,31
2022-05-01,balabac,chokepoint25,Balabac Strait,22,156,25,1,133,204,337,398273,8336704,59013,0,1088836,8794003,9882851,31
2022-05-01,bering,chokepoint26,Bering Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2022-05-01,bohai,chokepoint17,Bohai Strait,607,3087,676,80,1132,4450,5582,11202290,130627994,2594714,200055,21655989,144625097,166281101,31
2022-05-01,bosporus,chokepoint3,Bosporus Strait,200,440,1223,19,700,1882,2582,1487835,10068203,2287939,11297,13311471,13855307,27166792,31
2022-05-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,158,823,53,28,327,1062,1389,4984590,59040235,715457,95159,25033462,64835470,89868949,31
2022-05-01,dover,chokepoint9,Dover Strait,1069,760,1223,364,1818,3416,5234,29537639,31648976,3493655,789813,41162305,65470131,106632450,31
2022-05-01,gibraltar,chokepoint8,Gibraltar Strait,1061,1059,711,151,1482,2982,4464,33713236,42678584,2693619,439458,42966062,79524942,122491020,31
2022-05-01,hormuz,chokepoint6,Strait of Hormuz,452,493,102,63,1863,1110,2973,13150351,17220366,457430,95503,88533605,30923687,119457308,31
2022-05-01,kerch,chokepoint28,Kerch Strait,0,17,459,13,227,489,716,0,76499,534600,20577,460928,631685,1092623,31
2022-05-01,korea,chokepoint12,Korea Strait,1682,1293,1804,281,1935,5060,6995,28955727,34472991,4242032,516805,25162205,68187599,93349818,31
2022-05-01,lombok,chokepoint15,Lombok Strait,5,852,49,8,216,914,1130,15000,70752651,106857,7187,3592705,70881713,74474435,31
2022-05-01,luzon,chokepoint14,Luzon Strait,245,1182,162,87,845,1676,2521,5655876,93380266,1041130,192574,52877163,100269889,153147067,31
