period_dt,chokepoint_slug,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,n_days
2020-10-01,kerch,chokepoint28,Kerch Strait,16,66,1512,14,457,1608,2065,20502,576277,2228962,15948,1231919,2841715,4073649,31
2020-10-01,korea,chokepoint12,Korea Strait,1775,1417,1647,270,2047,5109,7156,29986897,36132090,3668969,421849,24003687,70209855,94213556,31
2020-10-01,lombok,chokepoint15,Lombok Strait,6,776,60,11,188,853,1041,47114,68481453,168619,2642,4584728,68699845,73284585,31
2020-10-01,luzon,chokepoint14,Luzon Strait,194,986,136,67,710,1383,2093,4173753,70302357,843465,105051,38821302,75424672,114245988,31
2020-10-01,magellan,chokepoint21,Magellan Strait,9,45,7,5,27,66,93,145392,1629244,25856,9187,401210,1809684,2210897,31
2020-10-01,makassar,chokepoint20,Makassar Strait,71,1198,75,4,155,1348,1503,619468,69667526,203407,3976,1833887,70494411,72328308,31
2020-10-01,malacca,chokepoint5,Malacca Strait,1239,1285,330,130,1888,2984,4872,41019250,71012835,1802148,380356,79330399,114214637,193545052,31
2020-10-01,mindoro,chokepoint27,Mindoro Strait,52,1211,102,3,156,1368,1524,520098,68333906,371218,8787,1697428,69234036,70931480,31
2020-10-01,mona,chokepoint24,Mona Passage,101,84,26,21,74,232,306,2594555,4078614,113970,52258,1685795,6839424,8525230,31
2020-10-01,ombai,chokepoint16,Ombai Strait,54,189,38,2,96,283,379,1003924,14564488,113715,5842,2189071,15687997,17877078,31
2020-10-01,oresund,chokepoint10,Oresund Strait,231,215,787,109,397,1342,1739,458614,1018269,1253254,88767,1199656,2818935,4018611,31
2020-10-01,panama,chokepoint2,Panama Canal,225,310,41,62,380,638,1018,7999324,11848318,320994,247429,9046494,20416106,29462612,31
2020-10-01,suez,chokepoint1,Suez Canal,528,484,156,78,401,1246,1647,32999065,22159885,613428,321638,16853857,56094061,72947930,31
2020-10-01,sunda,chokepoint19,Sunda Strait,92,285,79,17,346,473,819,1448715,18454030,357822,13379,6707781,20273980,26981777,31
2020-10-01,taiwan,chokepoint11,Taiwan Strait,2637,2059,960,190,1833,5846,7679,56648586,78329993,5284117,438170,27084693,140700910,167785618,31
2020-10-01,torres,chokepoint18,Torres Strait,63,126,25,9,66,223,289,1247304,3757805,79906,15230,905832,5100272,6006111,31
2020-10-01,tsugaru,chokepoint13,Tsugaru Strait,385,571,244,51,410,1251,1661,13778829,17418285,516571,133390,4635000,31847122,36482139,31
2020-10-01,windward,chokepoint23,Windward Passage,225,70,82,59,82,436,518,4976118,2124131,218885,134482,1205102,7453656,8658767,31
2020-10-01,yucatan,chokepoint22,Yucatan Channel,258,317,111,33,674,719,1393,2970711,10212378,602664,62635,17859029,13848418,31707462,31
2020-11-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,494,454,129,87,504,1164,1668,32478346,21768745,794796,329193,18402751,55371123,73773888,30
2020-11-01,balabac,chokepoint25,Balabac Strait,17,146,26,1,86,190,276,179817,6287383,80813,6867,1170192,6554892,7725100,30
2020-11-01,bering,chokepoint26,Bering Strait,1,1,5,0,4,7,11,0,68622,11573,0,0,80195,80195,30
2020-11-01,bohai,chokepoint17,Bohai Strait,802,3391,695,121,1278,5009,6287,16100284,141243624,2973761,272776,24519278,160590480,185109774,30
2020-11-01,bosporus,chokepoint3,Bosporus Strait,267,714,1368,28,657,2377,3034,2331414,19555540,2673748,12463,12664261,24573195,37237470,30
2020-11-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,163,820,78,35,348,1096,1444,4787355,51963221,786332,99852,24511035,57636794,82147840,30
2020-11-01,dover,chokepoint9,Dover Strait,1013,676,1276,377,1651,3342,4993,27099937,24070112,3711907,799587,32821757,55681584,88503354,30
2020-11-01,gibraltar,chokepoint8,Gibraltar Strait,920,806,734,167,1106,2627,3733,32060038,33262484,2818155,432559,26621803,68573285,95195105,30
2020-11-01,hormuz,chokepoint6,Strait of Hormuz,305,393,89,41,1331,828,2159,12056533,12293919,422203,85945,50958483,24858634,75817132,30
2020-11-01,kerch,chokepoint28,Kerch Strait,16,77,1402,10,383,1505,1888,23617,561174,2096459,11858,986095,2693126,3679237,30
2020-11-01,korea,chokepoint12,Korea Strait,1686,1293,1579,243,1890,4801,6691,27240027,32755396,3825485,387021,22922009,64207967,87129993,30
2020-11-01,lombok,chokepoint15,Lombok Strait,1,765,51,14,205,831,1036,0,67688223,165234,9492,4282716,67862968,72145698,30
2020-11-01,luzon,chokepoint14,Luzon Strait,152,881,108,57,670,1198,1868,3404403,67614490,618672,100216,41569456,71737814,113307283,30
2020-11-01,magellan,chokepoint21,Magellan Strait,9,41,9,7,22,66,88,127309,1197685,85508,13052,589535,1423561,2013101,30
2020-11-01,makassar,chokepoint20,Makassar Strait,60,1244,65,3,167,1372,1539,557884,75390482,259575,2446,1689420,76210415,77899850,30
2020-11-01,malacca,chokepoint5,Malacca Strait,1232,1190,277,140,2028,2839,4867,41941223,66915919,1502050,448357,78321018,110807589,189128622,30
2020-11-01,mindoro,chokepoint27,Mindoro Strait,53,1337,122,5,158,1517,1675,550353,77447480,507912,7329,1387088,78513102,79900205,30
2020-11-01,mona,chokepoint24,Mona Passage,110,62,36,24,67,232,299,2982659,2794163,251114,56830,1345597,6084792,7430397,30
2020-11-01,ombai,chokepoint16,Ombai Strait,39,173,47,2,109,261,370,791932,11517450,159510,0,1902006,12468920,14370935,30
2020-11-01,oresund,chokepoint10,Oresund Strait,207,198,746,99,396,1250,1646,494752,540439,1249589,88355,1141644,2373170,3514829,30
2020-11-01,panama,chokepoint2,Panama Canal,214,262,43,66,378,585,963,7737464,10565444,392904,276502,8927328,18972350,27899697,30
2020-11-01,suez,chokepoint1,Suez Canal,505,443,172,75,430,1195,1625,31971081,22471325,746241,336657,18830696,55525349,74356063,30
2020-11-01,sunda,chokepoint19,Sunda Strait,92,305,93,15,317,505,822,1595695,20846012,421530,19893,7439521,22883164,30322705,30
2020-11-01,taiwan,chokepoint11,Taiwan Strait,2673,1942,989,202,1816,5806,7622,57279152,76478878,5621740,481628,26578257,139861444,166439722,30
2020-11-01,torres,chokepoint18,Torres Strait,48,124,29,9,65,210,275,953058,3497441,137167,17709,765620,4605392,5371024,30
2020-11-01,tsugaru,chokepoint13,Tsugaru Strait,312,472,173,40,350,997,1347,11094114,13697100,453740,112305,3407700,25357301,28765014,30
2020-11-01,windward,chokepoint23,Windward Passage,244,78,86,67,80,475,555,5260506,2517912,347557,190590,1907052,8316599,10223659,30
2020-11-01,yucatan,chokepoint22,Yucatan Channel,233,347,102,29,699,711,1410,3117194,12830125,596293,58189,17886975,16601829,34488819,30
2020-12-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,495,445,135,98,528,1173,1701,32790323,22537192,837947,368457,20775818,56533965,77309800,31
2020-12-01,balabac,chokepoint25,Balabac Strait,26,156,27,3,107,212,319,363908,6978008,99652,13981,877107,7455567,8332688,31
2020-12-01,bering,chokepoint26,Bering Strait,0,0,1,0,2,1,3,0,0,6613,0,0,6613,6613,31
2020-12-01,bohai,chokepoint17,Bohai Strait,820,3408,625,123,1260,4976,6236,15906739,137025884,2572176,273668,21233825,155778517,177012355,31
2020-12-01,bosporus,chokepoint3,Bosporus Strait,270,704,1335,26,677,2335,3012,2777429,19373483,2725081,18937,12648144,24894971,37543131,31
2020-12-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,156,688,72,31,372,947,1319,4665308,45947417,820347,121901,26982705,51555013,78537732,31
2020-12-01,dover,chokepoint9,Dover Strait,964,615,1199,355,1577,3133,4710,26262493,24065685,3298737,825804,31304514,54452771,85757301,31
2020-12-01,gibraltar,chokepoint8,Gibraltar Strait,936,847,681,160,1125,2624,3749,31865365,36047605,2558598,407506,26329312,70879120,97208441,31
2020-12-01,hormuz,chokepoint6,Strait of Hormuz,319,348,79,43,1312,789,2101,11831792,9598221,261759,78726,49648560,21770533,71419108,31
2020-12-01,kerch,chokepoint28,Kerch Strait,10,58,934,7,288,1009,1297,8452,465475,1234811,11028,672422,1719783,2392221,31
2020-12-01,korea,chokepoint12,Korea Strait,1596,1267,1530,231,1839,4624,6463,25280638,32756600,3521496,354977,20364721,61913758,82278494,31
2020-12-01,lombok,chokepoint15,Lombok Strait,1,821,51,13,201,886,1087,6910,74609484,153542,4095,3231167,74774042,78005226,31
2020-12-01,luzon,chokepoint14,Luzon Strait,165,924,106,42,708,1237,1945,4020409,65233704,644275,73736,45330325,69972168,115302508,31
2020-12-01,magellan,chokepoint21,Magellan Strait,12,39,3,4,24,58,82,180412,1048014,38239,17555,842415,1284225,2126648,31
2020-12-01,makassar,chokepoint20,Makassar Strait,66,1354,65,3,150,1488,1638,625588,75940193,162907,0,1661488,76728712,78390217,31
2020-12-01,malacca,chokepoint5,Malacca Strait,1305,1139,328,154,2039,2926,4965,44421955,64620350,1716962,384206,78082762,111143520,189226294,31
2020-12-01,mindoro,chokepoint27,Mindoro Strait,33,1135,77,4,103,1249,1352,310284,58380349,290432,12651,1139851,58993744,60133606,31
2020-12-01,mona,chokepoint24,Mona Passage,103,95,32,21,69,251,320,2551572,4720811,249683,48091,1431448,7570190,9001646,31
2020-12-01,ombai,chokepoint16,Ombai Strait,39,177,41,4,111,261,372,772369,12750320,131807,4293,1723674,13658808,15382501,31
2020-12-01,oresund,chokepoint10,Oresund Strait,215,206,805,105,395,1331,1726,383533,600719,1303417,92494,1044028,2380200,3424245,31
2020-12-01,panama,chokepoint2,Panama Canal,224,289,50,63,391,626,1017,8224070,12661144,404539,223817,9790137,21513613,31303767,31
2020-12-01,suez,chokepoint1,Suez Canal,495,417,152,60,476,1124,1600,32240772,22431504,661711,266773,19618846,55600803,75219666,31
2020-12-01,sunda,chokepoint19,Sunda Strait,89,315,106,9,395,519,914,1457809,19914087,522361,17700,8078813,21911985,29990815,31
2020-12-01,taiwan,chokepoint11,Taiwan Strait,2732,2020,1052,205,1967,6009,7976,57063351,76552981,5873704,494248,28567594,139984335,168551944,31
2020-12-01,torres,chokepoint18,Torres Strait,47,136,19,9,55,211,266,1059563,3847191,51711,16965,928569,4975453,5904035,31
2020-12-01,tsugaru,chokepoint13,Tsugaru Strait,235,420,105,34,347,794,1141,8072518,12421578,241575,87857,2826791,20823565,23650371,31
2020-12-01,windward,chokepoint23,Windward Passage,231,67,89,64,59,451,510,4745119,1762244,272959,140894,969498,6921253,7890761,31
2020-12-01,yucatan,chokepoint22,Yucatan Channel,233,318,128,29,740,708,1448,2667087,11008534,740200,73084,19190240,14488937,33679196,31
2021-01-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,505,440,129,90,597,1164,1761,30857256,22390188,728572,284033,22386548,54260093,76646656,31
2021-01-01,balabac,chokepoint25,Balabac Strait,24,138,29,1,100,192,292,231381,6516750,89939,1926,718221,6840013,7558244,31
2021-01-01,bering,chokepoint26,Bering Strait,0,0,0,0,3,0,3,0,0,0,0,0,0,0,31
2021-01-01,bohai,chokepoint17,Bohai Strait,713,3493,649,110,1329,4965,6294,14755210,146541193,2737957,212983,25692018,164247385,189939420,31
2021-01-01,bosporus,chokepoint3,Bosporus Strait,251,639,1314,22,638,2226,2864,2706415,17701878,2452660,14174,11490386,22875162,34365562,31
2021-01-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,149,733,74,27,339,983,1322,4390272,46679760,781632,78241,27500862,51929937,79430813,31
2021-01-01,dover,chokepoint9,Dover Strait,1034,668,1220,325,1668,3247,4915,28220753,25424122,3428040,648783,32521769,57721748,90243532,31
2021-01-01,gibraltar,chokepoint8,Gibraltar Strait,933,840,722,155,1180,2650,3830,31527989,36114377,2791623,365018,28306856,70799050,99105924,31
2021-01-01,hormuz,chokepoint6,Strait of Hormuz,317,407,108,47,1418,879,2297,10703112,11374259,598437,102258,58418293,22778110,81196414,31
2021-01-01,kerch,chokepoint28,Kerch Strait,11,56,999,7,271,1073,1344,14327,465907,1433814,8484,741393,1922549,2663954,31
2021-01-01,korea,chokepoint12,Korea Strait,1605,1301,1471,242,1932,4619,6551,24620735,33327268,3521146,372679,23745608,61841879,85587500,31
2021-01-01,lombok,chokepoint15,Lombok Strait,10,807,43,10,181,870,1051,18622,69632816,161172,7820,3822006,69820444,73642463,31
2021-01-01,luzon,chokepoint14,Luzon Strait,172,1021,92,63,805,1348,2153,4510534,81048849,634358,115977,53179459,86309760,139489234,31
2021-01-01,magellan,chokepoint21,Magellan Strait,11,42,5,8,21,66,87,110877,1581466,13498,23908,575421,1729752,2305178,31
2021-01-01,makassar,chokepoint20,Makassar Strait,63,1340,61,3,166,1467,1633,507105,76864069,201331,3213,2103462,77575747,79679225,31
2021-01-01,malacca,chokepoint5,Malacca Strait,1289,1160,380,174,2130,3003,5133,40690359,65554081,2155809,427821,86171805,108828116,194999940,31
2021-01-01,mindoro,chokepoint27,Mindoro Strait,52,1440,107,2,140,1601,1741,445096,81262777,376655,0,1642352,82084562,83726927,31
2021-01-01,mona,chokepoint24,Mona Passage,96,82,39,16,66,233,299,2294653,3320903,259609,16196,1481954,5891385,7373351,31
2021-01-01,ombai,chokepoint16,Ombai Strait,41,145,35,3,114,224,338,839677,10422100,123769,7308,2345597,11392876,13738486,31
2021-01-01,oresund,chokepoint10,Oresund Strait,195,214,815,98,394,1322,1716,393972,356257,1329332,81835,1087225,2161437,3248676,31
2021-01-01,panama,chokepoint2,Panama Canal,216,240,49,67,414,572,986,7691393,10388889,418769,237589,10604884,18736680,29341579,31
2021-01-01,suez,chokepoint1,Suez Canal,504,393,148,71,497,1116,1613,30687983,19907058,651973,265755,20537294,51512813,72050126,31
2021-01-01,sunda,chokepoint19,Sunda Strait,84,304,88,11,323,487,810,1680491,19306568,405136,16352,8594580,21408581,30003178,31
2021-01-01,taiwan,chokepoint11,Taiwan Strait,2717,2030,1094,216,1887,6057,7944,53510584,74858951,5633949,497188,28521976,134500715,163022707,31
2021-01-01,torres,chokepoint18,Torres Strait,46,152,29,8,61,235,296,951939,3479428,104904,11886,1180329,4548179,5728517,31
2021-01-01,tsugaru,chokepoint13,Tsugaru Strait,221,429,135,38,341,823,1164,7947474,13754498,279904,89461,2458712,22071371,24530096,31
2021-01-01,windward,chokepoint23,Windward Passage,243,44,68,61,53,416,469,4878148,1462728,189199,138166,988396,6668272,7656676,31
2021-01-01,yucatan,chokepoint22,Yucatan Channel,252,301,126,26,734,705,1439,2974177,10927588,719566,81713,20675620,14703077,35378716,31
2021-02-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,469,398,146,83,532,1096,1628,29884307,19740378,899835,335415,20797050,50859980,71657044,28
2021-02-01,balabac,chokepoint25,Balabac Strait,20,146,22,1,88,189,277,167328,6930732,64813,1350,520446,7164235,7684692,28
2021-02-01,bering,chokepoint26,Bering Strait,0,0,0,0,1,0,1,0,0,0,0,0,0,0,28
2021-02-01,bohai,chokepoint17,Bohai Strait,535,2799,505,78,1254,3917,5171,10218545,117467780,2069274,170758,25243661,129926397,155170072,28
2021-02-01,bosporus,chokepoint3,Bosporus Strait,242,634,1230,19,625,2125,2750,2651630,17416404,2530067,17992,12644344,22616129,35260483,28
2021-02-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,144,747,48,23,340,962,1302,4513529,40832617,456873,70706,27211236,45873755,73085008,28
2021-02-01,dover,chokepoint9,Dover Strait,913,577,1195,335,1558,3020,4578,25370493,22083594,3366560,759627,30819883,51580314,82400209,28
2021-02-01,gibraltar,chokepoint8,Gibraltar Strait,879,800,630,146,1039,2455,3494,29950296,34407092,2529702,388342,23520437,67275480,90795930,28
2021-02-01,hormuz,chokepoint6,Strait of Hormuz,330,316,95,42,1275,783,2058,11378571,10431519,423042,95377,58038959,22328542,80367516,28
2021-02-01,kerch,chokepoint28,Kerch Strait,16,53,964,5,266,1038,1304,22302,561942,1369676,10710,774744,1964645,2739404,28
2021-02-01,korea,chokepoint12,Korea Strait,1509,1207,1394,238,1802,4348,6150,22939799,32425493,3285160,382844,19116467,59033339,78149817,28
2021-02-01,lombok,chokepoint15,Lombok Strait,7,684,49,10,185,750,935,7661,61545582,148233,18840,3785700,61720331,65506050,28
2021-02-01,luzon,chokepoint14,Luzon Strait,170,941,134,54,743,1299,2042,3707894,67732140,745024,70028,47596088,72255119,119851221,28
2021-02-01,magellan,chokepoint21,Magellan Strait,8,33,7,5,23,53,76,127772,1151789,42141,16259,577458,1337964,1915428,28
2021-02-01,makassar,chokepoint20,Makassar Strait,57,1203,53,2,160,1315,1475,506242,65665311,172853,2712,2276400,66347144,68623555,28
2021-02-01,malacca,chokepoint5,Malacca Strait,1153,1081,302,143,1903,2679,4582,36434782,52862155,1495256,389776,81641072,91182015,172823097,28
2021-02-01,mindoro,chokepoint27,Mindoro Strait,47,1252,111,1,130,1411,1541,457185,66795650,464029,4608,1927058,67721496,69648568,28
2021-02-01,mona,chokepoint24,Mona Passage,90,55,41,18,71,204,275,2182081,2249213,271276,28112,1639474,4730707,6370192,28
2021-02-01,ombai,chokepoint16,Ombai Strait,37,125,25,2,97,189,286,754321,9132267,128604,5204,1741154,10020416,11761580,28
2021-02-01,oresund,chokepoint10,Oresund Strait,185,172,708,96,327,1161,1488,411266,473427,1153028,97590,721741,2135350,2857105,28
2021-02-01,panama,chokepoint2,Panama Canal,186,258,49,59,346,552,898,6951687,11060334,435174,255027,7306155,18702260,26008424,28
2021-02-01,suez,chokepoint1,Suez Canal,465,416,157,66,455,1104,1559,29036544,21216742,835538,317820,20241008,51406685,71647706,28
2021-02-01,sunda,chokepoint19,Sunda Strait,66,340,101,20,303,527,830,1418909,18646711,498445,20419,5589279,20584513,26173806,28
2021-02-01,taiwan,chokepoint11,Taiwan Strait,2359,1897,858,175,1748,5289,7037,45495592,72906867,4698437,458698,25710082,123559631,149269729,28
2021-02-01,torres,chokepoint18,Torres Strait,45,120,30,7,50,202,252,1052181,3511829,109570,15375,1132487,4688979,5821479,28
2021-02-01,tsugaru,chokepoint13,Tsugaru Strait,240,450,155,31,377,876,1253,7694908,14282396,332728,87833,2412689,22397901,24810603,28
2021-02-01,windward,chokepoint23,Windward Passage,200,57,62,55,71,374,445,4136612,2067997,276364,133113,1072012,6614121,7686141,28
2021-02-01,yucatan,chokepoint22,Yucatan Channel,233,240,104,31,569,608,1177,2583598,8286308,619480,46089,14923450,11535503,26458970,28
2021-03-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,474,438,124,80,534,1116,1650,28646386,22334854,751104,308465,23133838,52040848,75174703,31
2021-03-01,balabac,chokepoint25,Balabac Strait,17,160,25,0,99,202,301,148320,7034592,116986,0,887842,7299911,8187768,31
2021-03-01,bering,chokepoint26,Bering Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2021-03-01,bohai,chokepoint17,Bohai Strait,779,3297,661,104,1316,4841,6157,14777435,138249626,2786856,246571,23796778,156060532,179857327,31
2021-03-01,bosporus,chokepoint3,Bosporus Strait,280,690,1363,27,753,2360,3113,2885100,19062715,2840186,30391,14862080,24818430,39680532,31
2021-03-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,164,858,64,35,373,1121,1494,4795789,45386472,681252,117703,27036368,50981250,78017637,31
2021-03-01,dover,chokepoint9,Dover Strait,1068,712,1379,377,1772,3536,5308,29015744,27439596,4019597,785685,35634060,61260661,96894732,31
2021-03-01,gibraltar,chokepoint8,Gibraltar Strait,968,934,744,180,1237,2826,4063,32147272,38808179,2821934,468722,30541312,74246149,104787483,31
2021-03-01,hormuz,chokepoint6,Strait of Hormuz,373,411,88,57,1452,929,2381,13734733,12573323,512582,108581,67097909,26929258,94027181,31
2021-03-01,kerch,chokepoint28,Kerch Strait,16,56,1032,6,332,1110,1442,22906,391397,1549599,14817,1029614,1978737,3008366,31
2021-03-01,korea,chokepoint12,Korea Strait,1666,1302,1683,295,2099,4946,7045,27297695,31878725,4105979,510403,23834137,63792854,87626999,31
2021-03-01,lombok,chokepoint15,Lombok Strait,8,871,56,8,204,943,1147,8726,73751308,200449,2908,3845489,73963409,77808912,31
2021-03-01,luzon,chokepoint14,Luzon Strait,175,949,130,63,727,1317,2044,4440390,73079324,890823,127625,47250422,78538200,125788640,31
2021-03-01,magellan,chokepoint21,Magellan Strait,11,47,9,6,22,73,95,147069,1589795,69917,22349,974130,1829136,2803271,31
2021-03-01,makassar,chokepoint20,Makassar Strait,71,1290,63,7,170,1431,1601,587573,75239158,247019,2497,1780137,76076275,77856427,31
2021-03-01,malacca,chokepoint5,Malacca Strait,1302,1149,336,158,1925,2945,4870,41322673,62601382,1947031,440851,82612970,106311981,188924971,31
2021-03-01,mindoro,chokepoint27,Mindoro Strait,40,1206,95,2,146,1343,1489,357648,66182465,391360,0,1450403,66931499,68381915,31
2021-03-01,mona,chokepoint24,Mona Passage,96,91,34,15,70,236,306,2728704,4483569,261623,27349,1720681,7501277,9221964,31
2021-03-01,ombai,chokepoint16,Ombai Strait,39,156,43,3,118,241,359,799393,10946265,98652,4583,2272456,11848907,14121376,31
2021-03-01,oresund,chokepoint10,Oresund Strait,222,185,770,104,399,1281,1680,405491,383913,1285349,102764,1071376,2177558,3248951,31
2021-03-01,panama,chokepoint2,Panama Canal,211,283,51,59,385,604,989,7862172,11002820,489694,218689,8299942,19573411,27873369,31
2021-03-01,suez,chokepoint1,Suez Canal,464,350,155,79,433,1048,1481,28577542,18429454,664387,351814,19511682,48023240,67534935,31
2021-03-01,sunda,chokepoint19,Sunda Strait,78,337,91,16,351,522,873,1511543,19295279,383668,21713,7183923,21212231,28396171,31
2021-03-01,taiwan,chokepoint11,Taiwan Strait,2760,2133,1072,207,1944,6172,8116,56848154,79601230,6380646,540207,29075040,143370285,172445340,31
2021-03-01,torres,chokepoint18,Torres Strait,44,120,32,7,61,203,264,941974,3389559,104258,19380,1026518,4455193,5481722,31
2021-03-01,tsugaru,chokepoint13,Tsugaru Strait,307,453,240,40,416,1040,1456,10004716,12255043,560415,141585,3984314,22961803,26946129,31
2021-03-01,windward,chokepoint23,Windward Passage,238,77,78,61,68,454,522,5434272,2108932,271785,199593,1119759,8014623,9134391,31
2021-03-01,yucatan,chokepoint22,Yucatan Channel,258,307,126,27,619,718,1337,3065606,9917341,702162,44857,15418714,13729998,29148723,31
2021-04-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,528,439,162,98,530,1227,1757,34897625,26587156,959616,362309,23169453,62806757,85976223,30
2021-04-01,balabac,chokepoint25,Balabac Strait,24,164,24,0,104,212,316,329753,7952121,109103,0,1462851,8390996,9853860,30
2021-04-01,bering,chokepoint26,Bering Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2021-04-01,bohai,chokepoint17,Bohai Strait,757,3290,747,110,1216,4904,6120,14664752,133611405,2683436,233674,22110473,151193310,173303799,30
2021-04-01,bosporus,chokepoint3,Bosporus Strait,261,636,1510,20,658,2427,3085,2535620,18195125,2963605,18513,13346940,23712896,37059847,30
2021-04-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,190,872,61,33,402,1156,1558,7240864,54444110,680644,129828,27494113,62495482,89989606,30
2021-04-01,dover,chokepoint9,Dover Strait,1068,635,1307,356,1659,3366,5025,29115243,25856267,3695301,807708,30576193,59474565,90050774,30
2021-04-01,gibraltar,chokepoint8,Gibraltar Strait,928,909,743,153,1146,2733,3879,32332016,39062188,3031603,443259,27165896,74869116,102035024,30
2021-04-01,hormuz,chokepoint6,Strait of Hormuz,417,474,102,58,1594,1051,2645,13365643,16500516,756099,110573,77761455,30732873,108494339,30
2021-04-01,kerch,chokepoint28,Kerch Strait,9,63,856,7,331,935,1266,13337,455982,1227471,13711,955516,1710513,2666046,30
2021-04-01,korea,chokepoint12,Korea Strait,1738,1195,1716,268,1998,4917,6915,28290861,31343676,4189501,489822,21755345,64313907,86069269,30
2021-04-01,lombok,chokepoint15,Lombok Strait,11,780,38,7,214,836,1050,23165,64645188,127235,14569,4837267,64810173,69647454,30
2021-04-01,luzon,chokepoint14,Luzon Strait,147,856,95,54,673,1152,1825,3267509,67411598,630105,95917,43914706,71405159,115319875,30
2021-04-01,magellan,chokepoint21,Magellan Strait,9,66,6,6,18,87,105,127165,2396527,52355,17958,475977,2594010,3069990,30
2021-04-01,makassar,chokepoint20,Makassar Strait,69,1209,63,3,160,1344,1504,602335,67451474,191774,4998,2426040,68250608,70676664,30
2021-04-01,malacca,chokepoint5,Malacca Strait,1226,1234,367,166,1992,2993,4985,41329592,71457244,1947934,488878,82742025,115223693,197965728,30
2021-04-01,mindoro,chokepoint27,Mindoro Strait,61,1382,124,1,133,1568,1701,696516,75997781,566307,2783,1686797,77263415,78950222,30
2021-04-01,mona,chokepoint24,Mona Passage,94,66,32,20,68,212,280,2815546,2839356,154379,48680,1645105,5857995,7503111,30
2021-04-01,ombai,chokepoint16,Ombai Strait,32,123,32,3,106,190,296,703128,9761656,65638,12461,2191175,10542903,12734092,30
2021-04-01,oresund,chokepoint10,Oresund Strait,209,213,766,113,359,1301,1660,385984,716220,1312370,106558,863229,2521170,3384415,30
2021-04-01,panama,chokepoint2,Panama Canal,212,232,45,64,384,553,937,7681288,10315994,443069,278981,10543566,18719366,29262947,30
2021-04-01,suez,chokepoint1,Suez Canal,536,484,213,80,494,1313,1807,34970981,29164755,1026603,372396,22709743,65534780,88244543,30
2021-04-01,sunda,chokepoint19,Sunda Strait,82,272,112,11,305,477,782,1526032,17259022,500377,3896,8154759,19289351,27444122,30
2021-04-01,taiwan,chokepoint11,Taiwan Strait,2762,2308,1091,232,1972,6393,8365,57851896,94781472,6285761,580161,30304624,159499330,189803975,30
2021-04-01,torres,chokepoint18,Torres Strait,43,126,34,9,66,212,278,993798,3418740,127139,20694,976361,4560389,5536762,30
2021-04-01,tsugaru,chokepoint13,Tsugaru Strait,355,459,252,46,391,1112,1503,12520915,14102002,700915,137686,4498085,27461561,31959659,30
2021-04-01,windward,chokepoint23,Windward Passage,231,67,75,60,60,433,493,5112782,2204489,297123,173081,1438310,7787513,9225835,30
2021-04-01,yucatan,chokepoint22,Yucatan Channel,253,255,117,30,687,655,1342,2898902,8960505,734356,43983,20248406,12637776,32886197,30
2021-05-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,506,466,136,91,529,1199,1728,32108418,26855935,716129,353383,22344878,60033910,82378804,31
2021-05-01,balabac,chokepoint25,Balabac Strait,24,160,24,0,119,208,327,356403,8718437,104870,0,1056485,9179727,10236225,31
2021-05-01,bering,chokepoint26,Bering Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2021-05-01,bohai,chokepoint17,Bohai Strait,749,3401,745,105,1207,5000,6207,15139314,141631392,2958150,222363,21746091,159951262,181697367,31
2021-05-01,bosporus,chokepoint3,Bosporus Strait,259,652,1421,32,672,2364,3036,2836050,17103304,2979118,24230,13740366,22942738,36683121,31
2021-05-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,157,886,52,31,412,1126,1538,5314947,58723665,592143,119729,28506894,64750516,93257422,31
2021-05-01,dover,chokepoint9,Dover Strait,1039,630,1281,357,1675,3307,4982,28805947,25137310,3909777,836868,33368121,58689945,92058078,31
2021-05-01,gibraltar,chokepoint8,Gibraltar Strait,939,937,802,177,1220,2855,4075,33093595,40450538,3285523,419566,29993997,77249267,107243283,31
2021-05-01,hormuz,chokepoint6,Strait of Hormuz,393,450,103,58,1634,1004,2638,13080618,16454928,625428,106785,79272393,30267802,109540215,31
2021-05-01,kerch,chokepoint28,Kerch Strait,8,66,939,13,398,1026,1424,12499,449410,1395620,16325,1081712,1873879,2955601,31
